t,x,y,z,vx,vy,vz
1655700.0,1317.056102536871,2319.977989276186,-6440.396559740354,5.8146419089031705,4.1708843320790825,2.735894871125353
1656000.0,2961.967101600325,3427.914458984883,-5296.08418090989,5.054417008241719,3.149794298323415,4.8263172731328945
1656300.0,4296.80470955851,4176.9826503005015,-3595.739202091458,3.7674873305038834,1.801410036550024,6.407673630036047
1656600.0,5184.6696609993605,4491.447059448121,-1519.831139807813,2.104093683405282,0.2804494087224869,7.308655502561556
1656900.0,5540.8211706387365,4345.150508581226,713.1007368120046,0.2566155565378565,-1.241916779285003,7.449393056879102
1657200.0,5340.512748676047,3762.307570068324,2875.135301702689,-1.5728294538091767,-2.605279459959681,6.846184889783765
1657500.0,4617.302332432643,2810.901621234138,4755.978249557898,-3.201822744958045,-3.68089423301563,5.596482857890677
1657800.0,3454.0000238756734,1591.3686267127741,6183.546406210321,-4.486569237423943,-4.381976498713326,3.8529218863686663
1658100.0,1969.728111201584,223.7079344601891,7036.4436708959865,-5.329143630056137,-4.664398190220308,1.7967112035923192
1658400.0,306.191856998219,-1164.656316024225,7249.232565842869,-5.676262493778413,-4.5217116663562456,-0.3831023110042865
1658700.0,-1385.0160230923332,-2449.191592461195,6812.643639021251,-5.514401640523498,-3.9785998974415886,-2.5027391061513065
1659000.0,-2953.578873240473,-3516.7409282775816,5770.764467123288,-4.864884768200838,-3.0854679948221264,-4.3912110580817485
1659300.0,-4260.376569412787,-4272.662754701511,4216.432866616513,-3.780669971566609,-1.914907810946912,-5.8952851297309605
1659600.0,-5186.733546199486,-4647.145899647741,2285.144940046689,-2.344969607285345,-0.5595520522226991,-6.884861981676846
1659900.0,-5643.383549062288,-4600.9152122403275,147.0244960384536,-0.6704459058011308,0.8701072650997304,-7.260722714456693
1660200.0,-5579.040092130897,-4130.083121854402,-2003.966622222897,1.10295487735416,2.24950666669778,-6.965176118515075
1660500.0,-4987.8124285608255,-3269.383881728253,-3964.3669322647197,2.8139927168970655,3.4473267963386833,-5.994681649699885
1660800.0,-3913.9866453672307,-2092.55291475056,-5539.2089272571775,4.2918581478712,4.3371529539501665,-4.410914467564747
1661100.0,-2452.389559447315,-708.6375050006848,-6562.605335880456,5.3738153515527936,4.812784420237257,-2.3463170490513408
1661400.0,-742.7040505830494,746.6457369906482,-6918.636688550606,5.927503024002457,4.805477214628606,0.0002198515347737724
1661700.0,1043.145672146197,2124.544461518706,-6558.987611557,5.8739538277569325,4.299215431424813,2.3809819828885552
1662000.0,2719.922027743399,3280.6149177956268,-5513.269520284847,5.205620335984223,3.339389698824729,4.530223111999877
1662300.0,4111.892325406888,4093.159070119373,-3888.654100381831,3.9934217197201836,2.0309100400203257,6.203546754183106
1662600.0,5075.528318716122,4479.220291652626,-1857.3876214979998,2.378351968283824,0.5237283754929078,7.217451753660173
1662900.0,5517.340290891289,4404.616352379424,366.0659100769848,0.5481326958429237,-1.0115042908377379,7.477165733068013
1663200.0,5403.195644204896,3885.998476026422,2553.413029615626,-1.294775265311664,-2.4109425413332017,6.984761749833024
1663500.0,4758.0034415004575,2985.244580118369,4490.161284052309,-2.9636658091514803,-3.539854903963247,5.826720375084333
1663800.0,3657.577777502559,1798.647763135985,5997.355764579522,-4.308285524062192,-4.304605750716385,4.148842526621599
1664100.0,2216.108973516627,444.0874134958084,6945.267189916794,-5.223654583584711,-4.6545872330038085,2.129282755027516
1664400.0,572.4379610545661,-951.3200492272643,7259.63874289552,-5.649844002850507,-4.5777912261577285,-0.04328379971601237
1664700.0,-1122.81469702594,-2261.836109588574,6922.548259089511,-5.567381741188309,-4.094358034012926,-2.1837429612134334
1665000.0,-2718.621195961257,-3371.860585754771,5969.991751025227,-4.992278143396176,-3.2509304741896434,-4.118780118780362
1665300.0,-4073.6158750259497,-4183.257175818565,4487.52914411236,-3.9725275527405888,-2.1168091822114987,-5.692056016152124
1665600.0,-5065.412341638442,-4621.782253586917,2604.452128210341,-2.5865126229135056,-0.7816691016106649,-6.7693595575417636
1665900.0,-5599.602468604877,-4642.9114779611855,486.11895385401016,-0.9422291682260762,0.6464355416197832,-7.2459214726309815
1666200.0,-5618.43098279638,-4236.8892123712185,-1676.346918803338,0.8244634049339785,2.044565394322936,-7.056691441042419
1666500.0,-5108.4872587161,-3432.29057529297,-3679.81760492876,2.555110847737168,3.2815836982301514,-6.188817831108401
1666800.0,-4106.00944257849,-2296.952710961668,-5326.62475176973,4.079448960696788,4.229042834855559,-4.693209783612913
1667100.0,-2698.075335042698,-935.0173993834247,-6444.893723354263,5.2321012609789275,4.776148173127761,-2.6914258114754284
1667400.0,-1017.944110055062,520.9463238036282,-6909.639209369242,5.874479401972043,4.847070367045737,-0.3730358095318547
1667700.0,766.4937530125841,1922.899148629834,-6661.17154494367,5.918022567309929,4.416802071878874,2.01997547870676
1668000.0,2470.780010168644,3124.2761868214116,-5716.7833427426085,5.343346548536037,3.5210990485527884,4.22217461605877
1668300.0,3916.319025668769,3998.494520922495,-4172.1760613672195,4.2093183492976065,2.2564053568519284,5.983161709763732
1668600.0,4953.38676481683,4455.593993551956,-2190.810697610807,2.647187830835319,0.7673034115605034,7.107839713987326
1668900.0,5479.98086305361,4453.391169162209,17.62086399724611,0.8392036434721143,-0.7767638476338247,7.4867717367899695
1669200.0,5452.564412826518,4000.8009816857784,2225.13011300331,-1.0126413042237878,-2.209093397633122,7.107448870582718
1669500.0,4887.186128390983,3153.29275357669,4213.530513027508,-2.717775380871256,-3.389224562161535,6.0446616515247955
